Ticker,CIK,Title,CEO,Median,Ratio
FLIC,740663,FIRST OF LONG ISLAND CORP,1662080.0,59360,28:1
NEWT,1587987,Newtek Business Services Corp.,1200000.0,80000,15:1
MVIS,65770,"MICROVISION, INC.",761205.2000000001,155348,4.9:1
ABUS,1447028,Arbutus Biopharma Corp,1903360.0,95168,20:1
PLPC,80035,PREFORMED LINE PRODUCTS CO,3349170.0,17910,187:1
MX,1325702,MAGNACHIP SEMICONDUCTOR Corp,1681628.0,64678,26:1
ANIK,898437,"Anika Therapeutics, Inc.",4250901.0,83351,51:1
OIS,1121484,"OIL STATES INTERNATIONAL, INC",5249428.0,57059,92:1
WRLD,108385,WORLD ACCEPTANCE CORP,528048.0,27792,19:1
SWBI,1092796,"SMITH & WESSON BRANDS, INC.",2232173.0,51911,43:1
AVDL,1012477,AVADEL PHARMACEUTICALS PLC,1829400.0,91470,20:1
RBBN,1708055,Ribbon Communications Inc.,8965824.0,93394,96:1
WSBF,1569994,"Waterstone Financial, Inc.",935319.0,56686,16.5:1
BBW,1113809,BUILD-A-BEAR WORKSHOP INC,1894728.5999999999,6198,305.7:1
FNKO,1704711,"Funko, Inc.",error,,
AMNB,741516,AMERICAN NATIONAL BANKSHARES INC.,843030.0,49590,17:1
SMBC,916907,"SOUTHERN MISSOURI BANCORP, INC.",401589.9,31131,12.9:1
CSWC,17313,CAPITAL SOUTHWEST CORP,2691656.0,244696,11:1
BELFA,729580,BEL FUSE INC /NJ,839972.0,6412,131:1
MARA,1507605,"MARATHON DIGITAL HOLDINGS, INC.",error,,
CVEO,1590584,Civeo Corp,3020240.0,75506,40:1
IPI,1421461,"Intrepid Potash, Inc.",2158947.0,79961,27:1
VNDA,1347178,Vanda Pharmaceuticals Inc.,3865407.0,184067,21:1
CCNE,736772,CNB FINANCIAL CORP/PA,1312384.0,41012,32:1
MGNX,1125345,MACROGENICS INC,3538269.0,131047,27:1
HTBI,1538263,"HomeTrust Bancshares, Inc.",2496826.2,55362,45.1:1
ALBO,1322505,"ALBIREO PHARMA, INC.",error,,
TPC,77543,TUTOR PERINI CORP,12757246.0,65759,194:1
CPSI,1169445,COMPUTER PROGRAMS & SYSTEMS INC,1927959.0,52107,37:1
PETS,1040130,PETMED EXPRESS INC,1216842.0,36874,33:1
FF,1337298,FutureFuel Corp.,error,,1.8:1.0
TG,850429,TREDEGAR CORP,553260.0,46105,12:1
PFIS,1056943,PEOPLES FINANCIAL SERVICES CORP.,952118.5,35929,26.5:1
ESPR,1434868,"Esperion Therapeutics, Inc.",4911528.0,409294,12:1
CDXS,1200375,"CODEXIS, INC.",3366532.0,129482,26:1
DXLG,813298,"DESTINATION XL GROUP, INC.",1656459.0,26293,63:1
FISI,862831,FINANCIAL INSTITUTIONS INC,1189330.0,51710,23:1
DJCO,783412,DAILY JOURNAL CORP,649720.0,74000,8.78:1
CZNC,810958,CITIZENS & NORTHERN CORP,15112677.7,767141,19.7:1
EGRX,827871,"EAGLE PHARMACEUTICALS, INC.",8119802.0,213679,38:1
INO,1055726,"INOVIO PHARMACEUTICALS, INC.",4355635.0,106235,41:1
MPX,1129155,MARINE PRODUCTS CORP,error,,44.6:1
HT,1063344,HERSHA HOSPITALITY TRUST,4742600.0,94852,50:1
VTNR,890447,Vertex Energy Inc.,error,,
UTMD,706698,UTAH MEDICAL PRODUCTS INC,516608.0,32288,16:1
OSUR,1116463,ORASURE TECHNOLOGIES INC,3345430.0,60826,55:1
HQL,884121,TEKLA LIFE SCIENCES INVESTORS,error,,
RMAX,1581091,"RE/MAX Holdings, Inc.",error,92777,
ZEUS,917470,OLYMPIC STEEL INC,1380408.0,57517,24:1
FMAO,792966,FARMERS & MERCHANTS BANCORP INC,656560.6,32503,20.2:1.0
SFST,1090009,SOUTHERN FIRST BANCSHARES INC,953248.0,59578,16:1
IRMD,1325618,IRADIMED CORP,error,,
NR,71829,NEWPARK RESOURCES INC,135497.83000000002,45317,2.99:1
HBCP,1436425,"HOME BANCORP, INC.",12247990.0,720470,17:1
TLS,320121,TELOS CORP,1528219.0,85855,17.8:1
AVNW,1377789,"AVIAT NETWORKS, INC.",1619774.77,62323,25.99:1
SHBI,1035092,SHORE BANCSHARES INC,749550.0,39450,19:1
CIVB,944745,"CIVISTA BANCSHARES, INC.",853996.0,38818,22:1
GBLI,1494904,"Global Indemnity Group, LLC",766279.5,80661,9.5:1
HCI,1400810,"HCI Group, Inc.",4148096.0,45088,92:1
DMRC,1438231,Digimarc CORP,5464612.0,127084,43:1
NWPX,1001385,NORTHWEST PIPE CO,error,621327,
WLFC,1018164,WILLIS LEASE FINANCE CORP,error,,51.9:1
ACNB,715579,ACNB CORP,481949.0,37073,13:1
BSRR,1130144,SIERRA BANCORP,862884.0,39222,22:1
TCX,909494,TUCOWS INC /PA/,4969151.0,451741,11:1
SMMF,811808,"SUMMIT FINANCIAL GROUP, INC.",887874.0,34149,26:1
CMTL,23197,COMTECH TELECOMMUNICATIONS CORP /DE/,3403186.0,91978,37:1
NRIM,1163370,NORTHRIM BANCORP INC,error,60088,
FNLC,765207,"First Bancorp, Inc /ME/",664983.9,45237,14.7:1
PRPL,1643953,"Purple Innovation, Inc.",error,,
RELL,355948,"RICHARDSON ELECTRONICS, LTD.",1051212.0,61836,17:1
PGEN,1356090,"PRECIGEN, INC.",1881440.0,58795,32:1
UIS,746838,UNISYS CORP,7534488.0,30381,248:1
GPMT,1703644,Granite Point Mortgage Trust Inc.,error,,
NVEC,724910,NVE CORP /NEW/,391287.0,60198,6.5:1
MTW,61986,MANITOWOC CO INC,5745480.0,66040,87:1
GTE,1273441,GRAN TIERRA ENERGY INC.,1766448.0,73602,24:1
BCBP,1228454,BCB BANCORP INC,685800.0,27432,25:1
ATRA,1604464,"Atara Biotherapeutics, Inc.",error,,
SRNE,850261,"Sorrento Therapeutics, Inc.",1528380.0,84910,18:1
FBIZ,1521951,"FIRST BUSINESS FINANCIAL SERVICES, INC.",31070.0,3107,10:1
BOOM,34067,DMC Global Inc.,2956950.0,39426,75:1
MLR,924822,MILLER INDUSTRIES INC /TN/,607529.0,46733,13:1
LYTS,763532,LSI INDUSTRIES INC,679680.0,38400,17.7:1
CZFS,739421,CITIZENS FINANCIAL SERVICES INC,error,34224,
ATRO,8063,ASTRONICS CORP,3837891.68,54992,69.79:1
BBBY,886158,BED BATH & BEYOND INC,14603356.0,15196,961:1
DZSI,1101680,DZS INC.,3240100.0,64802,50:1
HOV,357294,HOVNANIAN ENTERPRISES INC,error,,
UVE,891166,"UNIVERSAL INSURANCE HOLDINGS, INC.",19286540.0,74179,260:1
PTSI,798287,PAM TRANSPORTATION SERVICES INC,error,,
OCN,873860,OCWEN FINANCIAL CORP,731808.0,10164,72:1
ORRF,826154,ORRSTOWN FINANCIAL SERVICES INC,error,55969,
FRST,1325670,Primis Financial Corp.,error,,
RM,1519401,Regional Management Corp.,error,,
HNRG,788965,HALLADOR ENERGY CO,4424000.0,79000,56:1
UEIC,101984,UNIVERSAL ELECTRONICS INC,2347264.0,11072,212:1
CRD-A,25475,CRAWFORD & CO,2044065.0,55245,37:1
NODK,1681206,"NI Holdings, Inc.",error,,
UNTY,920427,UNITY BANCORP INC /NJ/,error,56858,
HRTX,818033,"HERON THERAPEUTICS, INC. /DE/",4244862.5,339589,12.5:1
AMPY,1533924,Amplify Energy Corp.,2150247.0,93489,23:1
NATH,69733,"NATHANS FAMOUS, INC.",1164537.3,18111,64.3:1
ASG,786035,LIBERTY ALL STAR GROWTH FUND INC.,error,,
NC,789933,NACCO INDUSTRIES INC,3647000.0,104200,35:1
GNE,1528356,Genie Energy Ltd.,17214015.0,441385,39:1
NWFL,1013272,NORWOOD FINANCIAL CORP,566525.0,33325,17:1
WW,105319,"WW INTERNATIONAL, INC.",35524804.0,6013,5908:1
VUZI,1463972,Vuzix Corp,522750.0,87125,6:1
TREE,1434621,"LendingTree, Inc.",59586264.0,108536,549:1
MVBF,1277902,MVB FINANCIAL CORP,905642.4,58054,15.6:1
SPNE,1637761,SeaSpine Holdings Corp,error,,
BHR,1574085,Braemar Hotels & Resorts Inc.,error,,
GLRE,1385613,"GREENLIGHT CAPITAL RE, LTD.",5532459.899999999,264711,20.9:1.0
FDBC,1098151,FIDELITY D & D BANCORP INC,error,,20:1
PKBK,1315399,"PARKE BANCORP, INC.",1559670.0,44562,35:1
EGY,894627,VAALCO ENERGY INC /DE/,9995271.0,908661,11:1
RIGL,1034842,RIGEL PHARMACEUTICALS INC,2122812.0,176901,12:1
URG,1375205,UR-ENERGY INC,565047.0,80721,7:1
APEI,1201792,AMERICAN PUBLIC EDUCATION INC,1976245.0,22205,89:1
KODK,31235,EASTMAN KODAK CO,2066894.0,60791,34:1
LCNB,1074902,LCNB CORP,636506.5,43897,14.5:1
OSG,75208,OVERSEAS SHIPHOLDING GROUP INC,1526800.0,61072,25:1
DHX,1393883,"DHI GROUP, INC.",2201125.0,88045,25:1
LE,799288,"LANDS' END, INC.",7360287.0,23073,319:1
CVCY,1127371,CENTRAL VALLEY COMMUNITY BANCORP,633715.1,58139,10.9:1
ATNM,1388320,"Actinium Pharmaceuticals, Inc.",error,,
NKSH,796534,NATIONAL BANKSHARES INC,577874.0,26267,22:1
SCU,1403256,"Sculptor Capital Management, Inc.",1372620.0,228770,6:1
WEYS,106532,WEYCO GROUP INC,1868880.0,35940,52:1
RAD,84129,RITE AID CORP,9319177.0,32471,287:1
EPM,1006655,EVOLUTION PETROLEUM CORP,error,379173,
CTRN,1318484,Citi Trends Inc,1560600.0,15300,102:1
KBAL,55772,KIMBALL INTERNATIONAL INC,4101690.0,43635,94:1
COCP,1412486,"Cocrystal Pharma, Inc.",101000.0,101000,1.0:1.0
PKE,76267,PARK AEROSPACE CORP,356702.39999999997,38772,9.2:1
MPAA,918251,MOTORCAR PARTS OF AMERICA INC,2995126.0,1879,1594:1
TCFC,855874,COMMUNITY FINANCIAL CORP /MD/,16975118.8,804508,21.1:1
BGFV,1156388,BIG 5 SPORTING GOODS Corp,914283.0,9831,93:1
INPX,1529113,INPIXON,error,,
CWCO,928340,Consolidated Water Co. Ltd.,973392.0,60837,16:1
ISTR,1602658,Investar Holding Corp,error,,
CVGI,1290900,"Commercial Vehicle Group, Inc.",718970.0,10271,70:1
INBK,1562463,First Internet Bancorp,1494624.0,62276,24:1
III,1371489,Information Services Group Inc.,3835222.0,93542,41:1
REI,1384195,"RING ENERGY, INC.",820122.0,154740,5.3:1
CVLY,806279,CODORUS VALLEY BANCORP INC,error,,
ESSA,1382230,"ESSA Bancorp, Inc.",error,,
FOSL,883569,"Fossil Group, Inc.",error,,0:1
LCTX,876343,"Lineage Cell Therapeutics, Inc.",error,133271,
ELOX,1035354,"Eloxx Pharmaceuticals, Inc.",error,,
PTMN,1372807,Portman Ridge Finance Corp,1414366.8,336754,4.2:1
CNTY,911147,CENTURY CASINOS INC /CO/,1376550.0,27531,50:1
TUP,1008654,TUPPERWARE BRANDS CORP,7243530.0,20290,357:1
CYDY,1175680,CytoDyn Inc.,1017174.0,339058,3:1
HOFT,1077688,HOOKER FURNISHINGS Corp,1548222.0,39698,39:1
VOXX,807707,VOXX International Corp,2903768.0,51853,56:1
TBNK,1447051,Territorial Bancorp Inc.,1651545.0,47187,35:1
ATLO,1132651,AMES NATIONAL CORP,3090961.1,347299,8.9:1
WNEB,1157647,"Western New England Bancorp, Inc.",846876.0,70573,12:1
CHMG,763563,CHEMUNG FINANCIAL CORP,123791.98000000001,41402,2.99:1
QUAD,1481792,"Quad/Graphics, Inc.",6340780.0,43430,146:1
GRPN,1490281,"Groupon, Inc.",7781912.0,42293,184:1
EVBN,842518,EVANS BANCORP INC,869120.0,54320,16:1
HFFG,1680873,HF Foods Group Inc.,error,,
AXTI,1051627,AXT INC,1744180.0,11785,148:1
PBYI,1401667,"PUMA BIOTECHNOLOGY, INC.",2786137.5,445782,6.25:1
ALPN,1626199,"ALPINE IMMUNE SCIENCES, INC.",error,,
ALTO,778164,"Alto Ingredients, Inc.",1056760.0,72880,14.5:1
ATHX,1368148,"ATHERSYS, INC / NEW",1436400.0,95760,15:1
MRCC,1512931,MONROE CAPITAL Corp,error,,
AHT,1232582,ASHFORD HOSPITALITY TRUST INC,error,,
CATO,18255,CATO CORP,2798098.0,9682,289:1
HIL,1287808,"Hill International, Inc.",2284800.0,71400,32:1
PWOD,716605,PENNS WOODS BANCORP INC,812028.0,38668,21:1
GHL,1282977,GREENHILL & CO INC,7290000.0,180000,40.5:1
LCUT,874396,"LIFETIME BRANDS, INC",2856033.1,31769,89.9:1
LMST,1358356,"LIMESTONE BANCORP, INC.",error,500,
KVHI,1007587,KVH INDUSTRIES INC DE,1249896.0,52079,24:1
ARAY,1138723,ACCURAY INC,3305568.0,118056,28:1
CBAN,711669,COLONY BANKCORP INC,2506929.0999999996,296678,8.45:1
CONN,1223389,CONNS INC,10287723.0,35353,291:1
FRGI,1534992,"Fiesta Restaurant Group, Inc.",3533271.5,13409,263.5:1
FET,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",3721752.0,51691,72:1
KFS,1072627,KINGSWAY FINANCIAL SERVICES INC,error,60338,
RCKY,895456,"ROCKY BRANDS, INC.",238440.0,9935,24:1
SVRA,1160308,Savara Inc,702620.24,367864,1.91:1
REX,744187,REX AMERICAN RESOURCES Corp,2206164.02,51306.14,43:1
OPBK,1722010,OP Bancorp,error,,
CMRX,1117480,CHIMERIX INC,2118237.0,192567,11:1
MTRX,866273,MATRIX SERVICE CO,2388148.0,85291,28:1
MHLD,1412100,"Maiden Holdings, Ltd.",1516680.0,151668,10:1
ISBA,842517,ISABELLA BANK Corp,7296255.0,503190,14.5:1
OVLY,1431567,Oak Valley Bancorp,187200.0,18000,10.4:1
TUEM,878726,TUESDAY MORNING CORP/DE,1283100.0,9100,141:1
ASPS,1462418,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,6656226.0,29983,222:1
FNCB,1035976,"FNCB Bancorp, Inc.",592391.8,38467,15.4:1
SGA,886136,SAGA COMMUNICATIONS INC,3366892.0,35818,94:1
STRS,885508,STRATUS PROPERTIES INC,error,3793,
AKTS,1584754,"Akoustis Technologies, Inc.",error,,
MFIN,1000209,MEDALLION FINANCIAL CORP,1359405.0,79965,17:1
GENC,64472,GENCOR INDUSTRIES INC,458775.0,50975,9:1
CPSS,889609,"CONSUMER PORTFOLIO SERVICES, INC.",4262304.0,44399,96:1
YELL,716006,Yellow Corp,1166535.0,43205,27:1
NATR,275053,NATURES SUNSHINE PRODUCTS INC,24720000.0,618000,40:1
INVE,1036044,"Identiv, Inc.",error,,
BATL,1282648,BATTALION OIL CORP,7256484.0,201569,36:1
XXII,1347858,"22nd Century Group, Inc.",error,711375,
VRA,1495320,"Vera Bradley, Inc.",2205720.0,11140,198:1
ACTG,934549,ACACIA RESEARCH CORP,969793.2000000001,269387,3.6:1
PRPH,868278,"ProPhase Labs, Inc.",error,,
IVAC,1001902,INTEVAC INC,2004376.0,91108,22:1
SPOK,1289945,"Spok Holdings, Inc",2773010.6,94642,29.3:1
PBPB,1195734,POTBELLY CORP,error,,
FCCO,932781,FIRST COMMUNITY CORP /SC/,580180.5,37431,15.5:1
MG,1436126,"Mistras Group, Inc.",1206100.0,60305,20:1
HWBK,893847,"HAWTHORN BANCSHARES, INC.",851040.0,35460,24:1
PKOH,76282,PARK OHIO HOLDINGS CORP,6803042.0,45658,149:1
GLG,1556266,"TD Holdings, Inc.",error,,
SGC,95574,"SUPERIOR GROUP OF COMPANIES, INC.",3017320.0,9640,313:1
STXS,1289340,"Stereotaxis, Inc.",error,,
NGS,1084991,NATURAL GAS SERVICES GROUP INC,2834990.0,65930,43:1
MACK,1274792,MERRIMACK PHARMACEUTICALS INC,3914480.0,244655,16.0:1
FNWB,1556727,First Northwest Bancorp,error,,13.8:1
CFBK,1070680,CF BANKSHARES INC.,error,,
LTRX,1114925,LANTRONIX INC,error,,
EMYB,1449794,"Embassy Bancorp, Inc.",error,,
FRBK,834285,REPUBLIC FIRST BANCORP INC,901442.0,53026,17:1
EHTH,1333493,"eHealth, Inc.",2750634.0,53934,51:1
GORO,1160791,GOLD RESOURCE CORP,947472.0,236868,4:1
GLT,41719,Glatfelter Corp,error,,52:1
FRAF,723646,FRANKLIN FINANCIAL SERVICES CORP /PA/,2799984.0,349998,8.0:1
DBD,28823,"DIEBOLD NIXDORF, Inc",12220080.0,34520,354:1
ESCA,33488,ESCALADE INC,6900000.0,300000,23:1
PHX,315131,PHX MINERALS INC.,error,,
FKYS,737875,FIRST KEYSTONE CORP,329330.0,32933,10:1
PFSW,1095315,PFSWEB INC,1814925.0,24199,75:1
TWIN,100378,TWIN DISC INC,1962765.0,72695,27:1
EFSI,880641,EAGLE FINANCIAL SERVICES INC,error,,
EML,31107,EASTERN CO,1015201.0,24761,41:1
OVBC,894671,OHIO VALLEY BANC CORP,error,,15.4:1.0
FCRD,1464963,"First Eagle Alternative Capital BDC, Inc.",error,,
CAMP,730255,CalAmp Corp.,2866500.0,68250,42:1
NTIC,875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,error,,
CZWI,1367859,Citizens Community Bancorp Inc.,error,,
QRHC,1442236,Quest Resource Holding Corp,error,,
FNWD,919864,Finward Bancorp,error,,
ARC,1305168,"ARC DOCUMENT SOLUTIONS, INC.",1448787.096,32630.34,44.4:1
BFIN,1303942,BankFinancial CORP,error,,
UBFO,1137547,UNITED SECURITY BANCSHARES,error,,
SBFG,767405,"SB FINANCIAL GROUP, INC.",777621.3,48907,15.9:1
ITI,350868,"ITERIS, INC.",1231704.0,68428,18:1
SUP,95552,SUPERIOR INDUSTRIES INTERNATIONAL INC,3444848.0,13616,253:1
CDZI,727273,CADIZ INC,error,600000,
DAKT,915779,DAKTRONICS INC /SD/,error,48585,
HEAR,1493761,Turtle Beach Corp,error,,
VATE,1006837,INNOVATE Corp.,1548772.0,23116,67:1
SCOR,1158172,"COMSCORE, INC.",9798690.0,890790,11:1
FONR,355019,FONAR CORP,error,,
KOPN,771266,KOPIN CORP,1913163.0,83181,23:1
FNRN,1114927,FIRST NORTHERN COMMUNITY BANCORP,797776.0,56984,14:1
PBHC,1609065,"Pathfinder Bancorp, Inc.",error,,
OMER,1285819,OMEROS CORP,4540322.0,146462,31:1
CIA,24090,"CITIZENS, INC.",1278550.0,36530,35:1
CPS,1320461,Cooper-Standard Holdings Inc.,4844320.0,18632,260:1
CCNC,1641398,Code Chain New Continent Ltd,error,,
CTG,23111,COMPUTER TASK GROUP INC,6150000.0,410000,15:1
GHM,716314,GRAHAM CORP,1160301.0,68253,17:1
UNB,706863,UNION BANKSHARES INC,541007.5,39346,13.75:1
CSBB,880417,CSB BANCORP INC /OH,3244170.0,324417,10:1
FSTR,352825,FOSTER L B CO,1890834.0,57298,33:1
IDEX,837852,"IDEANOMICS, INC.",error,,
CMT,1026655,CORE MOLDING TECHNOLOGIES INC,error,977534,
ACNT,95953,ASCENT INDUSTRIES CO.,975380.0,48769,20:1
SWZ,813623,"SWISS HELVETIA FUND, INC.",error,,
SFBC,1541119,"Sound Financial Bancorp, Inc.",error,,
CDXC,1386570,ChromaDex Corp.,456316.6,74806,6.1:1
CMTV,718413,COMMUNITY BANCORP /VT,error,,
HMNF,921183,HMN FINANCIAL INC,error,,
FLXS,37472,FLEXSTEEL INDUSTRIES INC,2485830.0,70500,35.26:1
FTK,928054,FLOTEK INDUSTRIES INC/CN/,6074023.0,73181,83.0:1
RMTI,1041024,"ROCKWELL MEDICAL, INC.",2300480.0,29120,79:1
INSG,1022652,INSEEGO CORP.,1235646.0,21678,57:1
QNBC,750558,QNB CORP,error,36851,
WFCF,1360565,"Where Food Comes From, Inc.",error,,
BNED,1634117,"Barnes & Noble Education, Inc.",6046716.0,5604,1079:1
ENBP,1437479,ENB Financial Corp,340452.0,48636,7:1
HBIO,1123494,HARVARD BIOSCIENCE INC,1510684.0,53953,28:1
ASXC,876378,"ASENSUS SURGICAL, INC.",2688240.0,116880,23:1
UBCP,731653,UNITED BANCORP INC /OH/,error,,
PRTK,1178711,"Paratek Pharmaceuticals, Inc.",3716154.0,206453,18:1
FARM,34563,FARMER BROTHERS CO,1458700.0,58348,25:1
ALOT,8146,"AstroNova, Inc.",701878.5,51991,13.5:1
WHG,1165002,WESTWOOD HOLDINGS GROUP INC,error,181913,
SAL,1060219,"SALISBURY BANCORP, INC.",612374.0,43741,14:1
VHC,1082324,VirnetX Holding Corp,1124124.0,562062,2:1
HHS,45919,HARTE HANKS INC,2445482.6,16819,145.4:1.0
SEEL,1017491,"SEELOS THERAPEUTICS, INC.",error,,
STCN,914712,"Steel Connect, Inc.",error,,
AAIC,1209028,Arlington Asset Investment Corp.,3094412.8000000003,483502,6.4:1
VIA,1606268,"Via Renewables, Inc.",error,,
SNDA,1043000,"SONIDA SENIOR LIVING, INC.",3031335.0,19557,155:1
RDI,716634,READING INTERNATIONAL INC,1209330.0,7465,162:1
ACR,1332551,ACRES Commercial Realty Corp.,153473.25,124775,1.23:1
FLNT,1460329,"Fluent, Inc.",2739398.0,94462,29:1
VBFC,1290476,Village Bank & Trust Financial Corp.,error,,
EXPR,1483510,"EXPRESS, INC.",6478458.0,6339,1022:1
PXLW,1040161,"PIXELWORKS, INC",error,,
FMBM,740806,F&M BANK CORP,error,,
STRT,933034,STRATTEC SECURITY CORP,704340.0,3870,182:1
PCTI,1057083,PC TEL INC,774080.0,19352,40:1
JUVF,714712,JUNIATA VALLEY FINANCIAL CORP,377255.19999999995,41006,9.2:1
ORN,1402829,Orion Group Holdings Inc,1594127.5,44905,35.5:1
CIZN,1075706,CITIZENS HOLDING CO /MS/,461686.80000000005,39126,11.8:1
TAST,809248,"CARROLS RESTAURANT GROUP, INC.",3379500.0,11265,300:1
PIRS,1583648,"PIERIS PHARMACEUTICALS, INC.",error,,
NNBR,918541,NN INC,3370906.0,28567,118:1
GIFI,1031623,GULF ISLAND FABRICATION INC,2223410.0,63526,35:1
MCHX,1224133,MARCHEX INC,7354240.0,919280,8:1
LSBK,1341318,"LAKE SHORE BANCORP, INC.",error,,
GALT,1133416,GALECTIN THERAPEUTICS INC,error,,
WATT,1575793,Energous Corp,error,,
SPPI,831547,SPECTRUM PHARMACEUTICALS INC,2287460.0,163390,14:1
MYSZ,1211805,"My Size, Inc.",error,,
NVIV,1292519,INVIVO THERAPEUTICS HOLDINGS CORP.,2460979.2,384528,6.4:1
DRIO,1533998,DarioHealth Corp.,error,,
RVP,946563,RETRACTABLE TECHNOLOGIES INC,481084.8,42954,11.2:1
ENZ,316253,ENZO BIOCHEM INC,1479408.0,43512,34:1
RRTS,1440024,"Roadrunner Transportation Systems, Inc.",1614210.0,41390,39:1
VIRC,751365,VIRCO MFG CORPORATION,error,,
LTRPA,1606745,"Liberty TripAdvisor Holdings, Inc.",error,,0:1
BSTG,1563665,"Biostage, Inc.",error,,
TACT,1017303,TRANSACT TECHNOLOGIES INC,error,,
USAP,931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,697822.7999999999,58888,11.85:1
AMPE,1411906,"Ampio Pharmaceuticals, Inc.",error,,3:1
BYFC,1001171,BROADWAY FINANCIAL CORP DE,error,,
VGZ,783324,VISTA GOLD CORP,567772.7999999999,114240,4.97:1
VNTR,1705682,Venator Materials PLC,error,,
LINK,828146,INTERLINK ELECTRONICS INC,error,,
CBKM,1006830,CONSUMERS BANCORP INC /OH/,error,,
BOTJ,1275101,BANK OF THE JAMES FINANCIAL GROUP INC,error,,
QUIK,882508,QUICKLOGIC Corp,571867.25,101575,5.63:1
FBIO,1429260,"Fortress Biotech, Inc.",2070045.0,263700,7.85:1
XTNT,1453593,"Xtant Medical Holdings, Inc.",error,,
LQMT,1141240,LIQUIDMETAL TECHNOLOGIES INC,error,110000,
PTE,1076682,"POLARITYTE, INC.",error,,
SCX,93676,STARRETT L S CO,639506.4,31044,20.6:1
SNCR,1131554,SYNCHRONOSS TECHNOLOGIES INC,10835536.0,74216,146:1
RAIL,1320854,"FreightCar America, Inc.",3010588.0,39613,76:1
IROQ,1514743,"IF Bancorp, Inc.",error,739.7,
GAIA,1089872,"GAIA, INC",error,63130,
ASMB,1426800,"ASSEMBLY BIOSCIENCES, INC.",1434939.3,177153,8.1:1
CRDF,1213037,"Cardiff Oncology, Inc.",error,,
CULP,723603,CULP INC,1526832.0,31809,48:1
CRWS,25895,CROWN CRAFTS INC,485857.8,34458,14.1:1
TZOO,1133311,TRAVELZOO,1491575.0,59663,25:1
STAF,1499717,"Staffing 360 Solutions, Inc.",error,,
NLS,1078207,"NAUTILUS, INC.",12424581.0,955737,13:1
CTSO,1175151,Cytosorbents Corp,778392.0,86488,9:1
KOSS,56701,KOSS CORP,error,,
EMKR,808326,EMCORE CORP,error,,
SYBX,1527599,"SYNLOGIC, INC.",error,,
OCUP,1228627,"Ocuphire Pharma, Inc.",3512991.5200000005,805732,4.36:1
RGS,716643,REGIS CORP,3070964.0,21034,146:1
SFE,86115,SAFEGUARD SCIENTIFICS INC,1754014.8,240276,7.3:1
LFVN,849146,Lifevantage Corp,1271802.0,60562,21:1
KTCC,719733,KEY TRONIC CORP,1000524.0,5817,172:1
KIRK,1056285,"KIRKLAND'S, INC",820512.0,5698,144:1
AP,6176,AMPCO PITTSBURGH CORP,1717646.0,50519,34:1
BTN,946454,"BALLANTYNE STRONG, INC.",748524.0,44555,16.8:1
FTEK,846913,"FUEL TECH, INC.",error,,
AINC,1604738,Ashford Inc.,error,,
AXDX,727207,"Accelerate Diagnostics, Inc",378897.39999999997,164738,2.3:1
DWSN,799165,DAWSON GEOPHYSICAL CO,580372.0,44644,13:1
PESI,891532,PERMA FIX ENVIRONMENTAL SERVICES INC,error,,
ADES,1515156,"Advanced Emissions Solutions, Inc.",error,117584,
INFI,1113148,"INFINITY PHARMACEUTICALS, INC.",2477565.0,495513,5:1
TESS,927355,TESSCO TECHNOLOGIES INC,1508150.0,48650,31:1
GSIT,1126741,GSI TECHNOLOGY INC,701779.0,107966,6.5:1
NHTC,912061,NATURAL HEALTH TRENDS CORP,1715079.0,33629,51:1
AWRE,1015739,AWARE INC /MA/,428267.41,114817,3.73:1
KPRX,1372514,KIORA PHARMACEUTICALS INC,error,,
NRBO,1638287,"NeuroBo Pharmaceuticals, Inc.",error,,
EIGR,1305253,"Eiger BioPharmaceuticals, Inc.",error,,
AAMC,1555074,Altisource Asset Management Corp,2656212.0,51081,52:1
SLS,1390478,"SELLAS Life Sciences Group, Inc.",error,,
MBRX,1659617,"Moleculin Biotech, Inc.",error,,
CLRO,840715,CLEARONE INC,557151.0,79593,7:1
RAND,81955,RAND CAPITAL CORP,271925.5,155386,1.75:1
AWH,926617,Aspira Women's Health Inc.,error,,
XPL,917225,SOLITARIO ZINC CORP.,230781.2,88762,2.6:1
IRIX,1006045,IRIDEX CORP,2229976.0,79642,28:1
PIAC,845385,PRINCETON CAPITAL CORP,error,,
MEIP,1262104,"MEI Pharma, Inc.",2900196.0,241683,12:1
CPIX,1087294,CUMBERLAND PHARMACEUTICALS INC,error,122475,
AUD,1067837,"AUDACY, INC.",3464586.0,41742,83:1
SNES,1680378,"SenesTech, Inc.",error,,
SOHO,1301236,Sotherly Hotels Inc.,4603245.64,817628,5.63:1
USAU,27093,U.S. GOLD CORP.,error,,
SGRP,1004989,"SPAR Group, Inc.",error,,
GTIM,825324,Good Times Restaurants Inc.,error,,
LUMO,1126234,"LUMOS PHARMA, INC.",3406572.0,117468,29:1
NCMI,1377630,"National CineMedia, Inc.",3132292.0,72844,43:1
LCI,57725,LANNETT CO INC,1852565.0,57002,32.5:1
SALM,1050606,"SALEM MEDIA GROUP, INC. /DE/",1291048.1,44518.90,29:1
